"base_oecd","base_countr","gender","basc_acadag","cluster6","count"
"Agricultural_Sciences","Denmark","mal","2-5","BT",9
"Agricultural_Sciences","Denmark","mal","2-5","LW",26
"Agricultural_Sciences","Denmark","mal","2-5","ML",32
"Agricultural_Sciences","Denmark","mal","2-5","MH",8
"Agricultural_Sciences","Denmark","mal","2-5","HG",23
"Agricultural_Sciences","Denmark","mal","2-5","TP",6
"Agricultural_Sciences","Denmark","unkn","2-5","BT",4
"Agricultural_Sciences","Denmark","unkn","2-5","LW",12
"Agricultural_Sciences","Denmark","unkn","2-5","ML",7
"Agricultural_Sciences","Denmark","unkn","2-5","MH",1
"Agricultural_Sciences","Denmark","unkn","2-5","HG",8
"Agricultural_Sciences","Denmark","unkn","2-5","TP",2
"Agricultural_Sciences","Ecuador","fem","2-5","BT",3
"Agricultural_Sciences","Ecuador","fem","2-5","LW",3
"Agricultural_Sciences","Ecuador","fem","2-5","ML",2
"Agricultural_Sciences","Ecuador","fem","2-5","MH",2
"Agricultural_Sciences","Ecuador","fem","2-5","TP",2
"Agricultural_Sciences","Ecuador","mal","2-5","BT",6
"Agricultural_Sciences","Ecuador","mal","2-5","LW",12
"Agricultural_Sciences","Ecuador","mal","2-5","ML",4
"Agricultural_Sciences","Ecuador","mal","2-5","MH",9
"Agricultural_Sciences","Ecuador","mal","2-5","HG",3
"Agricultural_Sciences","Ecuador","mal","2-5","TP",1
"Agricultural_Sciences","Ecuador","unkn","2-5","ML",3
"Agricultural_Sciences","Ecuador","unkn","2-5","MH",1
"Agricultural_Sciences","Ecuador","unkn","2-5","HG",1
"Agricultural_Sciences","Egypt","fem","2-5","BT",8
"Agricultural_Sciences","Egypt","fem","2-5","LW",19
"Agricultural_Sciences","Egypt","fem","2-5","ML",15
"Agricultural_Sciences","Egypt","fem","2-5","MH",21
"Agricultural_Sciences","Egypt","fem","2-5","HG",16
"Agricultural_Sciences","Egypt","fem","2-5","TP",4
"Agricultural_Sciences","Egypt","mal","2-5","BT",14
"Agricultural_Sciences","Egypt","mal","2-5","LW",28
"Agricultural_Sciences","Egypt","mal","2-5","ML",37
"Agricultural_Sciences","Egypt","mal","2-5","MH",14
"Agricultural_Sciences","Egypt","mal","2-5","HG",32
"Agricultural_Sciences","Egypt","mal","2-5","TP",15
"Agricultural_Sciences","Egypt","unkn","2-5","BT",16
"Agricultural_Sciences","Egypt","unkn","2-5","LW",14
"Agricultural_Sciences","Egypt","unkn","2-5","ML",19
"Agricultural_Sciences","Egypt","unkn","2-5","MH",7
"Agricultural_Sciences","Egypt","unkn","2-5","HG",8
"Agricultural_Sciences","Egypt","unkn","2-5","TP",3
"Agricultural_Sciences","Estonia","fem","2-5","BT",2
"Agricultural_Sciences","Estonia","fem","2-5","LW",2
"Agricultural_Sciences","Estonia","fem","2-5","ML",2
"Agricultural_Sciences","Estonia","fem","2-5","HG",2
"Agricultural_Sciences","Estonia","mal","2-5","LW",2
"Agricultural_Sciences","Estonia","mal","2-5","ML",5
"Agricultural_Sciences","Ethiopia","fem","2-5","ML",5
"Agricultural_Sciences","Ethiopia","fem","2-5","MH",1
"Agricultural_Sciences","Ethiopia","mal","2-5","BT",2
"Agricultural_Sciences","Ethiopia","mal","2-5","LW",2
"Agricultural_Sciences","Ethiopia","mal","2-5","ML",11
"Agricultural_Sciences","Ethiopia","mal","2-5","MH",3
"Agricultural_Sciences","Ethiopia","mal","2-5","HG",3
"Agricultural_Sciences","Ethiopia","unkn","2-5","BT",2
"Agricultural_Sciences","Ethiopia","unkn","2-5","LW",5
"Agricultural_Sciences","Ethiopia","unkn","2-5","ML",2
"Agricultural_Sciences","Ethiopia","unkn","2-5","HG",4
"Agricultural_Sciences","Ethiopia","unkn","2-5","TP",1
"Agricultural_Sciences","Faroe Islands","unkn","2-5","BT",1
"Agricultural_Sciences","Fiji","fem","2-5","TP",1
"Agricultural_Sciences","Finland","fem","2-5","BT",7
"Agricultural_Sciences","Finland","fem","2-5","LW",24
"Agricultural_Sciences","Finland","fem","2-5","ML",27
"Agricultural_Sciences","Finland","fem","2-5","MH",4
"Agricultural_Sciences","Finland","fem","2-5","HG",10
"Agricultural_Sciences","Finland","fem","2-5","TP",4
"Agricultural_Sciences","Finland","mal","2-5","BT",6
"Agricultural_Sciences","Finland","mal","2-5","LW",17
"Agricultural_Sciences","Finland","mal","2-5","ML",17
"Agricultural_Sciences","Finland","mal","2-5","MH",4
"Agricultural_Sciences","Finland","mal","2-5","HG",8
"Agricultural_Sciences","Finland","mal","2-5","TP",1
"Agricultural_Sciences","Finland","unkn","2-5","BT",2
"Agricultural_Sciences","Finland","unkn","2-5","LW",4
"Agricultural_Sciences","Finland","unkn","2-5","ML",2
"Agricultural_Sciences","Finland","unkn","2-5","HG",1
"Agricultural_Sciences","France","fem","2-5","BT",33
"Agricultural_Sciences","France","fem","2-5","LW",63
"Agricultural_Sciences","France","fem","2-5","ML",88
"Agricultural_Sciences","France","fem","2-5","MH",16
"Agricultural_Sciences","France","fem","2-5","HG",36
"Agricultural_Sciences","France","fem","2-5","TP",9
"Agricultural_Sciences","France","mal","2-5","BT",46
"Agricultural_Sciences","France","mal","2-5","LW",83
"Agricultural_Sciences","France","mal","2-5","ML",109
"Agricultural_Sciences","France","mal","2-5","MH",17
"Agricultural_Sciences","France","mal","2-5","HG",43
"Agricultural_Sciences","France","mal","2-5","TP",10
"Agricultural_Sciences","France","unkn","2-5","BT",11
"Agricultural_Sciences","France","unkn","2-5","LW",34
"Agricultural_Sciences","France","unkn","2-5","ML",39
"Agricultural_Sciences","France","unkn","2-5","MH",3
"Agricultural_Sciences","France","unkn","2-5","HG",13
"Agricultural_Sciences","France","unkn","2-5","TP",1
"Agricultural_Sciences","French Guiana","mal","2-5","BT",1
"Agricultural_Sciences","French Guiana","mal","2-5","LW",1
"Agricultural_Sciences","Gabon","fem","2-5","ML",1
"Agricultural_Sciences","Gabon","unkn","2-5","ML",1
"Agricultural_Sciences","Gambia","mal","2-5","LW",1
"Agricultural_Sciences","Gambia","mal","2-5","ML",2
"Agricultural_Sciences","Gambia","mal","2-5","MH",1
"Agricultural_Sciences","Gambia","mal","2-5","HG",1
"Agricultural_Sciences","Gambia","mal","2-5","TP",1
"Agricultural_Sciences","Gambia","unkn","2-5","LW",1
"Agricultural_Sciences","Gambia","unkn","2-5","ML",1
"Agricultural_Sciences","Georgia","mal","2-5","ML",1
"Agricultural_Sciences","Germany","fem","2-5","BT",88
"Agricultural_Sciences","Germany","fem","2-5","LW",155
"Agricultural_Sciences","Germany","fem","2-5","ML",202
"Agricultural_Sciences","Germany","fem","2-5","MH",68
"Agricultural_Sciences","Germany","fem","2-5","HG",134
"Agricultural_Sciences","Germany","fem","2-5","TP",27
"Agricultural_Sciences","Germany","mal","2-5","BT",55
"Agricultural_Sciences","Germany","mal","2-5","LW",127
"Agricultural_Sciences","Germany","mal","2-5","ML",141
"Agricultural_Sciences","Germany","mal","2-5","MH",33
"Agricultural_Sciences","Germany","mal","2-5","HG",106
"Agricultural_Sciences","Germany","mal","2-5","TP",35
"Agricultural_Sciences","Germany","unkn","2-5","BT",35
"Agricultural_Sciences","Germany","unkn","2-5","LW",68
"Agricultural_Sciences","Germany","unkn","2-5","ML",67
"Agricultural_Sciences","Germany","unkn","2-5","MH",8
"Agricultural_Sciences","Germany","unkn","2-5","HG",26
"Agricultural_Sciences","Germany","unkn","2-5","TP",4
"Agricultural_Sciences","Ghana","fem","2-5","LW",1
"Agricultural_Sciences","Ghana","fem","2-5","ML",4
"Agricultural_Sciences","Ghana","fem","2-5","HG",3
"Agricultural_Sciences","Ghana","mal","2-5","BT",1
"Agricultural_Sciences","Ghana","mal","2-5","LW",2
"Agricultural_Sciences","Ghana","mal","2-5","ML",6
"Agricultural_Sciences","Ghana","mal","2-5","MH",2
"Agricultural_Sciences","Ghana","mal","2-5","HG",4
"Agricultural_Sciences","Ghana","mal","2-5","TP",3
"Agricultural_Sciences","Ghana","unkn","2-5","BT",2
"Agricultural_Sciences","Ghana","unkn","2-5","LW",2
"Agricultural_Sciences","Ghana","unkn","2-5","ML",3
"Agricultural_Sciences","Ghana","unkn","2-5","MH",1
"Agricultural_Sciences","Ghana","unkn","2-5","HG",3
"Agricultural_Sciences","Greece","fem","2-5","BT",7
"Agricultural_Sciences","Greece","fem","2-5","LW",13
"Agricultural_Sciences","Greece","fem","2-5","ML",10
"Agricultural_Sciences","Greece","fem","2-5","MH",2
"Agricultural_Sciences","Greece","fem","2-5","HG",9
"Agricultural_Sciences","Greece","fem","2-5","TP",1
"Agricultural_Sciences","Greece","mal","2-5","BT",2
"Agricultural_Sciences","Greece","mal","2-5","LW",15
"Agricultural_Sciences","Greece","mal","2-5","ML",16
"Agricultural_Sciences","Greece","mal","2-5","MH",3
"Agricultural_Sciences","Greece","mal","2-5","HG",11
"Agricultural_Sciences","Greece","mal","2-5","TP",4
"Agricultural_Sciences","Greece","unkn","2-5","BT",8
"Agricultural_Sciences","Greece","unkn","2-5","LW",11
"Agricultural_Sciences","Greece","unkn","2-5","ML",9
"Agricultural_Sciences","Greece","unkn","2-5","MH",1
"Agricultural_Sciences","Greece","unkn","2-5","HG",3
"Agricultural_Sciences","Greece","unkn","2-5","TP",1
"Agricultural_Sciences","Guyana","fem","2-5","MH",1
"Agricultural_Sciences","Haiti","mal","2-5","ML",1
"Agricultural_Sciences","Honduras","fem","2-5","ML",1
"Agricultural_Sciences","Hungary","fem","2-5","BT",14
"Agricultural_Sciences","Hungary","fem","2-5","LW",23
"Agricultural_Sciences","Hungary","fem","2-5","ML",23
"Agricultural_Sciences","Hungary","fem","2-5","MH",9
"Agricultural_Sciences","Hungary","fem","2-5","HG",22
"Agricultural_Sciences","Hungary","fem","2-5","TP",9
"Agricultural_Sciences","Hungary","mal","2-5","BT",18
"Agricultural_Sciences","Hungary","mal","2-5","LW",31
"Agricultural_Sciences","Hungary","mal","2-5","ML",31
"Agricultural_Sciences","Hungary","mal","2-5","MH",7
"Agricultural_Sciences","Hungary","mal","2-5","HG",18
"Agricultural_Sciences","Hungary","mal","2-5","TP",6
"Agricultural_Sciences","Hungary","unkn","2-5","BT",10
"Agricultural_Sciences","Hungary","unkn","2-5","LW",21
"Agricultural_Sciences","Hungary","unkn","2-5","ML",22
"Agricultural_Sciences","Hungary","unkn","2-5","MH",6
"Agricultural_Sciences","Hungary","unkn","2-5","HG",11
"Agricultural_Sciences","Hungary","unkn","2-5","TP",2
"Agricultural_Sciences","Iceland","mal","2-5","BT",2
"Agricultural_Sciences","Iceland","mal","2-5","ML",1
"Agricultural_Sciences","Iceland","mal","2-5","MH",1
"Agricultural_Sciences","Iceland","unkn","2-5","BT",1
"Agricultural_Sciences","Iceland","unkn","2-5","LW",1
"Agricultural_Sciences","Iceland","unkn","2-5","ML",1
"Agricultural_Sciences","India","fem","2-5","BT",65
"Agricultural_Sciences","India","fem","2-5","LW",161
"Agricultural_Sciences","India","fem","2-5","ML",223
"Agricultural_Sciences","India","fem","2-5","MH",59
"Agricultural_Sciences","India","fem","2-5","HG",118
"Agricultural_Sciences","India","fem","2-5","TP",31
"Agricultural_Sciences","India","mal","2-5","BT",132
"Agricultural_Sciences","India","mal","2-5","LW",303
"Agricultural_Sciences","India","mal","2-5","ML",332
"Agricultural_Sciences","India","mal","2-5","MH",82
"Agricultural_Sciences","India","mal","2-5","HG",235
"Agricultural_Sciences","India","mal","2-5","TP",82
"Agricultural_Sciences","India","unkn","2-5","BT",228
"Agricultural_Sciences","India","unkn","2-5","LW",485
"Agricultural_Sciences","India","unkn","2-5","ML",573
"Agricultural_Sciences","India","unkn","2-5","MH",83
"Agricultural_Sciences","India","unkn","2-5","HG",319
"Agricultural_Sciences","India","unkn","2-5","TP",74
"Agricultural_Sciences","Indonesia","fem","2-5","BT",10
"Agricultural_Sciences","Indonesia","fem","2-5","LW",20
"Agricultural_Sciences","Indonesia","fem","2-5","ML",18
"Agricultural_Sciences","Indonesia","fem","2-5","MH",6
"Agricultural_Sciences","Indonesia","fem","2-5","HG",8
"Agricultural_Sciences","Indonesia","fem","2-5","TP",3
"Agricultural_Sciences","Indonesia","mal","2-5","BT",13
"Agricultural_Sciences","Indonesia","mal","2-5","LW",18
"Agricultural_Sciences","Indonesia","mal","2-5","ML",19
"Agricultural_Sciences","Indonesia","mal","2-5","MH",4
"Agricultural_Sciences","Indonesia","mal","2-5","HG",17
"Agricultural_Sciences","Indonesia","mal","2-5","TP",9
"Agricultural_Sciences","Indonesia","unkn","2-5","BT",13
"Agricultural_Sciences","Indonesia","unkn","2-5","LW",25
"Agricultural_Sciences","Indonesia","unkn","2-5","ML",37
"Agricultural_Sciences","Indonesia","unkn","2-5","MH",5
"Agricultural_Sciences","Indonesia","unkn","2-5","HG",12
"Agricultural_Sciences","Indonesia","unkn","2-5","TP",10
"Agricultural_Sciences","Iran","fem","2-5","BT",24
"Agricultural_Sciences","Iran","fem","2-5","LW",40
"Agricultural_Sciences","Iran","fem","2-5","ML",54
"Agricultural_Sciences","Iran","fem","2-5","MH",6
"Agricultural_Sciences","Iran","fem","2-5","HG",21
"Agricultural_Sciences","Iran","fem","2-5","TP",2
"Agricultural_Sciences","Iran","mal","2-5","BT",43
"Agricultural_Sciences","Iran","mal","2-5","LW",82
"Agricultural_Sciences","Iran","mal","2-5","ML",100
"Agricultural_Sciences","Iran","mal","2-5","MH",31
"Agricultural_Sciences","Iran","mal","2-5","HG",53
"Agricultural_Sciences","Iran","mal","2-5","TP",24
"Agricultural_Sciences","Iran","unkn","2-5","BT",22
"Agricultural_Sciences","Iran","unkn","2-5","LW",29
"Agricultural_Sciences","Iran","unkn","2-5","ML",46
"Agricultural_Sciences","Iran","unkn","2-5","MH",4
"Agricultural_Sciences","Iran","unkn","2-5","HG",14
"Agricultural_Sciences","Iran","unkn","2-5","TP",5
"Agricultural_Sciences","Iraq","fem","2-5","LW",2
"Agricultural_Sciences","Iraq","fem","2-5","ML",3
"Agricultural_Sciences","Iraq","fem","2-5","MH",2
"Agricultural_Sciences","Iraq","mal","2-5","BT",1
"Agricultural_Sciences","Iraq","mal","2-5","LW",5
"Agricultural_Sciences","Iraq","mal","2-5","ML",4
"Agricultural_Sciences","Iraq","mal","2-5","MH",2
"Agricultural_Sciences","Iraq","mal","2-5","HG",3
"Agricultural_Sciences","Iraq","mal","2-5","TP",3
"Agricultural_Sciences","Iraq","unkn","2-5","LW",3
"Agricultural_Sciences","Iraq","unkn","2-5","ML",2
"Agricultural_Sciences","Iraq","unkn","2-5","MH",1
"Agricultural_Sciences","Iraq","unkn","2-5","TP",2
"Agricultural_Sciences","Ireland","fem","2-5","BT",2
"Agricultural_Sciences","Ireland","fem","2-5","LW",11
"Agricultural_Sciences","Ireland","fem","2-5","ML",18
"Agricultural_Sciences","Ireland","fem","2-5","MH",8
"Agricultural_Sciences","Ireland","fem","2-5","HG",22
"Agricultural_Sciences","Ireland","fem","2-5","TP",6
"Agricultural_Sciences","Ireland","mal","2-5","BT",11
"Agricultural_Sciences","Ireland","mal","2-5","LW",16
"Agricultural_Sciences","Ireland","mal","2-5","ML",28
"Agricultural_Sciences","Ireland","mal","2-5","MH",9
"Agricultural_Sciences","Ireland","mal","2-5","HG",31
"Agricultural_Sciences","Ireland","mal","2-5","TP",8
"Agricultural_Sciences","Ireland","unkn","2-5","BT",3
"Agricultural_Sciences","Ireland","unkn","2-5","LW",7
"Agricultural_Sciences","Ireland","unkn","2-5","ML",9
"Agricultural_Sciences","Ireland","unkn","2-5","MH",3
"Agricultural_Sciences","Ireland","unkn","2-5","HG",14
"Agricultural_Sciences","Ireland","unkn","2-5","TP",2
"Agricultural_Sciences","Israel","fem","2-5","BT",8
"Agricultural_Sciences","Israel","fem","2-5","LW",6
"Agricultural_Sciences","Israel","fem","2-5","ML",18
"Agricultural_Sciences","Israel","fem","2-5","MH",2
"Agricultural_Sciences","Israel","fem","2-5","HG",6
"Agricultural_Sciences","Israel","mal","2-5","BT",10
"Agricultural_Sciences","Israel","mal","2-5","LW",12
"Agricultural_Sciences","Israel","mal","2-5","ML",27
"Agricultural_Sciences","Israel","mal","2-5","MH",4
"Agricultural_Sciences","Israel","mal","2-5","HG",18
"Agricultural_Sciences","Israel","mal","2-5","TP",1
"Agricultural_Sciences","Israel","unkn","2-5","BT",5
"Agricultural_Sciences","Israel","unkn","2-5","LW",6
"Agricultural_Sciences","Israel","unkn","2-5","ML",12
"Agricultural_Sciences","Israel","unkn","2-5","TP",1
"Agricultural_Sciences","Italy","fem","2-5","BT",42
"Agricultural_Sciences","Italy","fem","2-5","LW",104
"Agricultural_Sciences","Italy","fem","2-5","ML",83
"Agricultural_Sciences","Italy","fem","2-5","MH",45
"Agricultural_Sciences","Italy","fem","2-5","HG",69
"Agricultural_Sciences","Italy","fem","2-5","TP",28
"Agricultural_Sciences","Italy","mal","2-5","BT",34
"Agricultural_Sciences","Italy","mal","2-5","LW",73
"Agricultural_Sciences","Italy","mal","2-5","ML",69
"Agricultural_Sciences","Italy","mal","2-5","MH",23
"Agricultural_Sciences","Italy","mal","2-5","HG",56
"Agricultural_Sciences","Italy","mal","2-5","TP",28
"Agricultural_Sciences","Italy","unkn","2-5","BT",13
"Agricultural_Sciences","Italy","unkn","2-5","LW",26
"Agricultural_Sciences","Italy","unkn","2-5","ML",36
"Agricultural_Sciences","Italy","unkn","2-5","MH",4
"Agricultural_Sciences","Italy","unkn","2-5","HG",14
"Agricultural_Sciences","Italy","unkn","2-5","TP",3
"Agricultural_Sciences","Ivory Coast","fem","2-5","ML",1
"Agricultural_Sciences","Ivory Coast","fem","2-5","MH",1
"Agricultural_Sciences","Ivory Coast","fem","2-5","HG",1
"Agricultural_Sciences","Ivory Coast","mal","2-5","LW",1
"Agricultural_Sciences","Ivory Coast","mal","2-5","ML",3
"Agricultural_Sciences","Ivory Coast","mal","2-5","MH",1
"Agricultural_Sciences","Ivory Coast","mal","2-5","HG",2
"Agricultural_Sciences","Ivory Coast","unkn","2-5","LW",1
"Agricultural_Sciences","Ivory Coast","unkn","2-5","ML",4
"Agricultural_Sciences","Japan","fem","2-5","BT",63
"Agricultural_Sciences","Japan","fem","2-5","LW",136
"Agricultural_Sciences","Japan","fem","2-5","ML",188
"Agricultural_Sciences","Japan","fem","2-5","MH",32
"Agricultural_Sciences","Japan","fem","2-5","HG",90
"Agricultural_Sciences","Japan","fem","2-5","TP",19
"Agricultural_Sciences","Japan","mal","2-5","BT",126
"Agricultural_Sciences","Japan","mal","2-5","LW",301
"Agricultural_Sciences","Japan","mal","2-5","ML",404
"Agricultural_Sciences","Japan","mal","2-5","MH",82
"Agricultural_Sciences","Japan","mal","2-5","HG",224
"Agricultural_Sciences","Japan","mal","2-5","TP",81
"Agricultural_Sciences","Japan","unkn","2-5","BT",23
"Agricultural_Sciences","Japan","unkn","2-5","LW",57
"Agricultural_Sciences","Japan","unkn","2-5","ML",66
"Agricultural_Sciences","Japan","unkn","2-5","MH",22
"Agricultural_Sciences","Japan","unkn","2-5","HG",32
"Agricultural_Sciences","Japan","unkn","2-5","TP",12
"Agricultural_Sciences","Jordan","fem","2-5","BT",1
"Agricultural_Sciences","Jordan","fem","2-5","ML",1
"Agricultural_Sciences","Jordan","mal","2-5","BT",1
"Agricultural_Sciences","Jordan","mal","2-5","LW",1
"Agricultural_Sciences","Jordan","mal","2-5","ML",3
"Agricultural_Sciences","Jordan","mal","2-5","MH",2
"Agricultural_Sciences","Jordan","mal","2-5","HG",2
"Agricultural_Sciences","Jordan","unkn","2-5","BT",1
"Agricultural_Sciences","Kazakhstan","fem","2-5","BT",2
"Agricultural_Sciences","Kazakhstan","fem","2-5","LW",3
"Agricultural_Sciences","Kazakhstan","fem","2-5","ML",6
"Agricultural_Sciences","Kazakhstan","mal","2-5","LW",2
"Agricultural_Sciences","Kazakhstan","mal","2-5","ML",2
"Agricultural_Sciences","Kazakhstan","unkn","2-5","LW",1
"Agricultural_Sciences","Kazakhstan","unkn","2-5","ML",3
"Agricultural_Sciences","Kazakhstan","unkn","2-5","MH",1
"Agricultural_Sciences","Kazakhstan","unkn","2-5","HG",1
"Agricultural_Sciences","Kenya","fem","2-5","BT",1
"Agricultural_Sciences","Kenya","fem","2-5","LW",8
"Agricultural_Sciences","Kenya","fem","2-5","ML",9
"Agricultural_Sciences","Kenya","fem","2-5","MH",1
"Agricultural_Sciences","Kenya","fem","2-5","HG",2
"Agricultural_Sciences","Kenya","mal","2-5","BT",8
"Agricultural_Sciences","Kenya","mal","2-5","LW",15
"Agricultural_Sciences","Kenya","mal","2-5","ML",9
"Agricultural_Sciences","Kenya","mal","2-5","MH",5
"Agricultural_Sciences","Kenya","mal","2-5","HG",3
"Agricultural_Sciences","Kenya","mal","2-5","TP",3
"Agricultural_Sciences","Kenya","unkn","2-5","BT",4
"Agricultural_Sciences","Kenya","unkn","2-5","LW",6
"Agricultural_Sciences","Kenya","unkn","2-5","ML",16
"Agricultural_Sciences","Kenya","unkn","2-5","HG",2
"Agricultural_Sciences","Kosovo","fem","2-5","ML",1
"Agricultural_Sciences","Kosovo","fem","2-5","HG",1
"Agricultural_Sciences","Kosovo","mal","2-5","LW",1
"Agricultural_Sciences","Kuwait","fem","2-5","ML",1
"Agricultural_Sciences","Kuwait","fem","2-5","HG",1
"Agricultural_Sciences","Kuwait","mal","2-5","HG",1
"Agricultural_Sciences","Kuwait","unkn","2-5","ML",1
"Agricultural_Sciences","Kuwait","unkn","2-5","MH",1
"Agricultural_Sciences","Kuwait","unkn","2-5","HG",1
"Agricultural_Sciences","Kuwait","unkn","2-5","TP",1
"Agricultural_Sciences","Latvia","fem","2-5","LW",1
"Agricultural_Sciences","Latvia","fem","2-5","ML",3
"Agricultural_Sciences","Latvia","fem","2-5","MH",1
"Agricultural_Sciences","Latvia","fem","2-5","HG",1
"Agricultural_Sciences","Latvia","fem","2-5","TP",1
"Agricultural_Sciences","Latvia","mal","2-5","BT",1
"Agricultural_Sciences","Latvia","mal","2-5","LW",2
"Agricultural_Sciences","Latvia","mal","2-5","ML",2
"Agricultural_Sciences","Latvia","mal","2-5","TP",1
"Agricultural_Sciences","Latvia","unkn","2-5","LW",1
"Agricultural_Sciences","Latvia","unkn","2-5","ML",2
"Agricultural_Sciences","Lebanon","fem","2-5","LW",6
"Agricultural_Sciences","Lebanon","fem","2-5","ML",3
"Agricultural_Sciences","Lebanon","fem","2-5","MH",1
"Agricultural_Sciences","Lebanon","mal","2-5","BT",2
"Agricultural_Sciences","Lebanon","mal","2-5","LW",3
"Agricultural_Sciences","Lebanon","mal","2-5","ML",3
"Agricultural_Sciences","Lebanon","unkn","2-5","BT",2
"Agricultural_Sciences","Lebanon","unkn","2-5","LW",1
"Agricultural_Sciences","Lesotho","unkn","2-5","TP",1
"Agricultural_Sciences","Libya","fem","2-5","BT",1
"Agricultural_Sciences","Libya","mal","2-5","LW",2
"Agricultural_Sciences","Lithuania","fem","2-5","BT",4
"Agricultural_Sciences","Lithuania","fem","2-5","LW",5
"Agricultural_Sciences","Lithuania","fem","2-5","ML",3
"Agricultural_Sciences","Lithuania","fem","2-5","MH",1
"Agricultural_Sciences","Lithuania","fem","2-5","TP",1
"Agricultural_Sciences","Lithuania","mal","2-5","BT",4
"Agricultural_Sciences","Lithuania","mal","2-5","LW",2
"Agricultural_Sciences","Lithuania","mal","2-5","ML",3
"Agricultural_Sciences","Lithuania","mal","2-5","MH",1
"Agricultural_Sciences","Lithuania","unkn","2-5","BT",1
"Agricultural_Sciences","Lithuania","unkn","2-5","ML",1
"Agricultural_Sciences","Luxembourg","fem","2-5","ML",1
"Agricultural_Sciences","Luxembourg","fem","2-5","HG",2
"Agricultural_Sciences","Madagascar","fem","2-5","LW",1
"Agricultural_Sciences","Madagascar","fem","2-5","ML",2
"Agricultural_Sciences","Madagascar","fem","2-5","HG",2
"Agricultural_Sciences","Madagascar","mal","2-5","ML",1
"Agricultural_Sciences","Madagascar","unkn","2-5","BT",3
"Agricultural_Sciences","Madagascar","unkn","2-5","ML",1
"Agricultural_Sciences","Malawi","mal","2-5","BT",1
"Agricultural_Sciences","Malawi","mal","2-5","LW",3
"Agricultural_Sciences","Malawi","mal","2-5","TP",1
"Agricultural_Sciences","Malawi","unkn","2-5","BT",1
"Agricultural_Sciences","Malawi","unkn","2-5","LW",1
"Agricultural_Sciences","Malaysia","fem","2-5","BT",10
"Agricultural_Sciences","Malaysia","fem","2-5","LW",29
"Agricultural_Sciences","Malaysia","fem","2-5","ML",25
"Agricultural_Sciences","Malaysia","fem","2-5","MH",13
"Agricultural_Sciences","Malaysia","fem","2-5","HG",18
"Agricultural_Sciences","Malaysia","fem","2-5","TP",9
"Agricultural_Sciences","Malaysia","mal","2-5","BT",7
"Agricultural_Sciences","Malaysia","mal","2-5","LW",39
"Agricultural_Sciences","Malaysia","mal","2-5","ML",48
"Agricultural_Sciences","Malaysia","mal","2-5","MH",10
"Agricultural_Sciences","Malaysia","mal","2-5","HG",34
"Agricultural_Sciences","Malaysia","mal","2-5","TP",18
"Agricultural_Sciences","Malaysia","unkn","2-5","BT",14
"Agricultural_Sciences","Malaysia","unkn","2-5","LW",32
"Agricultural_Sciences","Malaysia","unkn","2-5","ML",45
"Agricultural_Sciences","Malaysia","unkn","2-5","MH",9
"Agricultural_Sciences","Malaysia","unkn","2-5","HG",24
"Agricultural_Sciences","Malaysia","unkn","2-5","TP",4
"Agricultural_Sciences","Mali","mal","2-5","BT",2
"Agricultural_Sciences","Mali","mal","2-5","LW",3
"Agricultural_Sciences","Mali","mal","2-5","ML",2
"Agricultural_Sciences","Mali","mal","2-5","MH",1
"Agricultural_Sciences","Mali","mal","2-5","TP",1
"Agricultural_Sciences","Mali","unkn","2-5","BT",1
"Agricultural_Sciences","Mali","unkn","2-5","ML",1
"Agricultural_Sciences","Mali","unkn","2-5","MH",1
"Agricultural_Sciences","Mali","unkn","2-5","HG",1
"Agricultural_Sciences","Malta","mal","2-5","HG",3
"Agricultural_Sciences","Mauritius","fem","2-5","LW",1
"Agricultural_Sciences","Mauritius","mal","2-5","BT",1
"Agricultural_Sciences","Mauritius","unkn","2-5","BT",1
"Agricultural_Sciences","Mauritius","unkn","2-5","ML",1
"Agricultural_Sciences","Mauritius","unkn","2-5","HG",1
"Agricultural_Sciences","Mexico","fem","2-5","BT",25
"Agricultural_Sciences","Mexico","fem","2-5","LW",48
"Agricultural_Sciences","Mexico","fem","2-5","ML",40
"Agricultural_Sciences","Mexico","fem","2-5","MH",10
"Agricultural_Sciences","Mexico","fem","2-5","HG",15
"Agricultural_Sciences","Mexico","fem","2-5","TP",5
"Agricultural_Sciences","Mexico","mal","2-5","BT",54
"Agricultural_Sciences","Mexico","mal","2-5","LW",77
"Agricultural_Sciences","Mexico","mal","2-5","ML",68
"Agricultural_Sciences","Mexico","mal","2-5","MH",16
"Agricultural_Sciences","Mexico","mal","2-5","HG",51
"Agricultural_Sciences","Mexico","mal","2-5","TP",8
"Agricultural_Sciences","Mexico","unkn","2-5","BT",18
"Agricultural_Sciences","Mexico","unkn","2-5","LW",29
"Agricultural_Sciences","Mexico","unkn","2-5","ML",15
"Agricultural_Sciences","Mexico","unkn","2-5","MH",1
"Agricultural_Sciences","Mexico","unkn","2-5","HG",6
"Agricultural_Sciences","Mexico","unkn","2-5","TP",1
"Agricultural_Sciences","Moldova","fem","2-5","MH",1
"Agricultural_Sciences","Mongolia","fem","2-5","ML",1
"Agricultural_Sciences","Mongolia","unkn","2-5","BT",1
"Agricultural_Sciences","Montenegro","fem","2-5","HG",1
"Agricultural_Sciences","Montenegro","mal","2-5","TP",1
"Agricultural_Sciences","Morocco","fem","2-5","LW",2
"Agricultural_Sciences","Morocco","fem","2-5","HG",1
